class_id,class_name,mean_percent,std_percent,median_percent,max_percent
1,C1,17.700236927379258,13.074694314481793,18.92299652099609,43.95790100097656
2,C2,1.5368582985617878,2.9033685205844324,0.29811859130859,17.76008605957031
3,C3,2.595275532115588,4.829886673983861,0.0,29.30755615234375
4,C4,1.7461169849742533,3.9495832711492525,0.0,23.00987243652343
