epoch,variant_name,train_loss,train_ce,train_dice,train_focal_tversky,train_ordinal,train_aux,lambda_ft,lambda_ord,amc_p,selection_score,dice_c0,iou_c0,precision_c0,recall_c0,dice_c1,iou_c1,precision_c1,recall_c1,dice_c2,iou_c2,precision_c2,recall_c2,dice_c3,iou_c3,precision_c3,recall_c3,dice_c4,iou_c4,precision_c4,recall_c4,mean_dice_no_bg,mean_iou_no_bg,macro_precision_no_bg,macro_recall_no_bg,minority_dice_c2_c3_c4,ordinal_mae_fg,adjacent_error_rate_fg,distant_error_rate_fg,exact_rate_fg,weighted_kappa_fg,val_loss,epoch_seconds
1,amc_focal_tversky,1.9811208342964,0.9569946791638028,0.8522845703092489,0.7855947457931258,0.19209771899675782,1.718415771018375,0.0,0.0,0.25,0.5487824592237845,0.8861975180271298,0.7956505146742128,0.9725285591779222,0.813943978112319,0.7403990062992536,0.5878043999663248,0.6133518266648841,0.9338283846298815,0.19283608792751303,0.1067064734080293,0.13413374700762817,0.3429052747859518,0.5849212504053724,0.41334890413196623,0.5302600732694241,0.6521469827165878,0.6720862652128279,0.5061219321754697,0.6221975479030253,0.7306726785278619,0.5475606524612417,0.4034954274204475,0.4749857987112404,0.6648883301650708,0.4832812011819045,0.08683344159827205,0.07843181420529848,0.0038351932780545292,0.917732992516647,0.9454554277626936,1.4202031059698625,11.274980545043945
2,amc_focal_tversky,1.588326945900917,0.6382330175150525,0.8021767620335926,0.7236865935000506,0.11048937825994058,1.479171647266908,0.0,0.0,0.2933437597636191,0.5908870121202783,0.9029081463848714,0.8230014136096402,0.9720616345492032,0.842940473564502,0.756923739272928,0.6089117483670755,0.6439506608783533,0.91797009557217,0.3843851459226939,0.23791879912011588,0.2840270886556942,0.5944159072079207,0.5323409112527268,0.36271428108492737,0.5047846417930919,0.5630795061169258,0.6775116178323715,0.51230061977701,0.5683496316363041,0.838575432610234,0.5877903535701801,0.43046136208728214,0.5002780057408609,0.7285102353768126,0.5314125583359307,0.0775797916823216,0.07670877136847958,0.0003825863808944361,0.922908642250626,0.9570237104766578,1.2568383433602073,7.407034158706665
3,amc_focal_tversky,1.5147993131117388,0.585484049028971,0.7878300100564957,0.7055067487738349,0.08842059281993318,1.4148525419560345,0.0,0.0,0.32706124809643294,0.1744297373862813,0.9019103137457032,0.8213448546468161,0.977302028978468,0.8373173911475364,0.7770723561290762,0.6354197323313544,0.6656049150968241,0.9333842301470303,0.17449567767972882,0.0955876551735246,0.10147372175081366,0.6223418945042462,0.004237499376838195,0.0021232483201358214,0.23505012098086744,0.002138021889571102,0.008857032532097157,0.004448215259680962,0.4519704433469707,0.004472337314160098,0.24116564142943508,0.18439471277117395,0.36352480029386897,0.3905841209637519,0.06253006986288806,0.26960008579804096,0.13896581583609396,0.06445260055450956,0.7965815836093965,0.6456200303971794,1.4554898928512225,7.176248550415039
4,amc_focal_tversky,1.4034937809814105,0.5070088998499241,0.7643026160922918,0.6763454987244173,0.06532386667095125,1.3218226568265394,0.0,0.0,0.45455523412385535,0.5111175433399024,0.9193497193397937,0.8507375011073256,0.9553113562937463,0.8859973319895663,0.774019430712765,0.6313472253175818,0.7185151617502742,0.838816831678278,0.2667972208322074,0.153933067751202,0.17053936931588995,0.6125269262634293,0.3535320386332879,0.21472148072643057,0.5208355008292266,0.2675797277794986,0.6982305419716235,0.5363703516513162,0.7260133401744007,0.6724957348281335,0.523144808037471,0.38409303136163264,0.5339758430174478,0.5978548051373349,0.439519933812373,0.1420485070771774,0.13214648551847644,0.004263525846333988,0.8635899886351895,0.9046214064123739,1.271662563085556,6.923907041549683
5,amc_focal_tversky,1.3782271593809128,0.49532116881825705,0.7531710090962324,0.6635290181094949,0.05709333792963827,1.2973498661409726,0.0,0.0,0.5066512473613808,0.4925707607412999,0.9120804441867437,0.8383712190051894,0.9668494238046584,0.8631837963873199,0.7849277841980923,0.6459927023185745,0.7129941061743066,0.8730048827382771,0.3902774902567829,0.2424501663451547,0.26789862593910085,0.7184921292460249,0.5694719889398598,0.39808517172469327,0.4256827845532185,0.8599501337835486,0.27586636037893897,0.1600028872701366,0.92595815783029,0.16207652936874467,0.5051359059434185,0.3616327319146398,0.583133418624229,0.6533809187841488,0.4118719465251939,0.094790241748501,0.09369129131207185,0.00046544752367500886,0.9058432611642532,0.9390682104315808,1.1939845369620756,7.1764490604400635
6,amc_focal_tversky,1.3964964598417282,0.48337271132252435,0.7508034794168039,0.6605167734352025,0.05327686844181947,1.2929444468834184,0.05,0.0,0.564276858056342,0.582089063154891,0.9254054733082225,0.8611671196178108,0.9722618717963519,0.8828577446640065,0.8063639209884672,0.6755525701403302,0.7321301883312998,0.897349976953313,0.4692797729224641,0.30657448998267767,0.401629742606,0.5643358188345449,0.5893211784813511,0.4177571602350453,0.4284309331384416,0.9437197179068468,0.49177772718514157,0.32606449065847315,0.8736544085618703,0.3422008286619338,0.589185649894356,0.4314871777541316,0.6089613181594029,0.6869015855891596,0.5167928928629856,0.07735110559781738,0.07672275226865956,0.00028458324972180165,0.9229926644816187,0.9525763246879285,1.1092161454937675,7.038453102111816
7,amc_focal_tversky,1.3923272029920057,0.46347112310203636,0.7398189130154523,0.6477905268018896,0.04505092308814214,1.2425811683589763,0.1,0.0,0.6009182794837449,0.6270227862172694,0.9301471965773388,0.8694160482653525,0.9744295488583535,0.889714660365708,0.7975656801508876,0.6632925116866011,0.7265379164662268,0.8839858620693015,0.4920518491351594,0.32630554893612035,0.37016197355805713,0.7336260701463279,0.5903547914001218,0.4187967211880841,0.5859320075939228,0.5948448519262447,0.6337464139387229,0.46385709095609945,0.4839142780054577,0.9179746526930953,0.6284296836562229,0.46806296819172627,0.5416365439059161,0.7826078592087423,0.5720510181580014,0.08870336361878987,0.08790313486693731,0.0003467523680649526,0.9117501127649977,0.9526327022560167,1.0935993181033568,7.08554482460022
8,amc_focal_tversky,1.3909426927566528,0.44015511260791257,0.7334377020597458,0.6403196907856248,0.04310269260101698,1.2130191536112265,0.15,0.0,0.6265080758521446,0.6528867722344971,0.9192298841665896,0.8505322923901787,0.9808653410073693,0.8648825359734243,0.7761484142099841,0.6341850786661914,0.6769419585295245,0.9094255503320751,0.4686836325681438,0.3060658414787043,0.3487629516561305,0.714288870477729,0.6492692357005758,0.4806799792091273,0.5373965043293947,0.8199659802987314,0.6975296150433307,0.535543551008675,0.7131489321067757,0.6825798196441212,0.6479077243805086,0.4891186125906745,0.5690625866554564,0.7815650551881641,0.6051608277706834,0.0770928621787945,0.07677321652882932,0.00014092751562504304,0.9230858559555456,0.9541795825793458,1.088551631028002,7.378414154052734
9,amc_focal_tversky,1.4649535431103273,0.47414956360378047,0.735920100049539,0.6445927711373026,0.04753752473731187,1.2596532187678597,0.2,0.0,0.645475910298008,0.48665553570744297,0.9308077917224363,0.8705710577726149,0.9737137069622631,0.891523521240123,0.8173971672591018,0.691184854821153,0.7577276725337226,0.8872676701925909,0.4682913882981958,0.3057313804470296,0.33288071326090635,0.7894117647058387,0.5830142774825471,0.41144682562273743,0.4412661184417678,0.858928285086327,0.15579991399674104,0.08448102523104736,0.9334805594586538,0.0849926882768654,0.5061256867591465,0.37321102153049185,0.6163387659237627,0.6551501020654056,0.4023685265924946,0.10063468260418926,0.10025837101496322,0.0001691787080318702,0.8995724502770049,0.9339671372420225,1.1658748388290405,7.30629825592041
10,amc_focal_tversky,1.4652070890773425,0.4577824551273476,0.7270544665780935,0.6328221965919841,0.04247635179622607,1.2216461537913843,0.25,0.0,0.705002204979509,0.6736569118027979,0.941340696966384,0.8891819060853172,0.9657324662156969,0.9181507130805652,0.8308007227712626,0.7105723882591216,0.7884959070672867,0.877902426169183,0.5088988259606877,0.3412906077876046,0.42634646527211295,0.6310963822148229,0.6438162997585103,0.47472646931523266,0.5689051221677401,0.7414471264042326,0.7192812944452315,0.5616231662156138,0.6757295175464071,0.768833780160811,0.675699285733923,0.5220531578943932,0.6148692530133868,0.7548199287372624,0.6239988067214765,0.06109469235904084,0.06072365678668203,0.00016407184681186332,0.9391122713665061,0.9654784204973512,1.0407439714128321,8.031541347503662
