epoch,train_loss,train_ce,train_dice,train_focal_tversky,train_ordinal,train_aux,lambda_ft,lambda_ord,amc_p,selection_score,dice_c0,iou_c0,precision_c0,recall_c0,dice_c1,iou_c1,precision_c1,recall_c1,dice_c2,iou_c2,precision_c2,recall_c2,dice_c3,iou_c3,precision_c3,recall_c3,dice_c4,iou_c4,precision_c4,recall_c4,mean_dice_no_bg,mean_iou_no_bg,macro_precision_no_bg,macro_recall_no_bg,minority_dice_c2_c3_c4,ordinal_mae_fg,adjacent_error_rate_fg,distant_error_rate_fg,exact_rate_fg,weighted_kappa_fg,val_loss,epoch_seconds
1,2.1833970885385168,1.2902939814058216,0.8931031159379266,0.8301561935381456,0.2682676079937003,2.1833970885385168,0.0,0.0,0.0,0.35546210095973135,0.7660228726198338,0.620775584589775,0.995937190513278,0.6223516163205494,0.6335492024337642,0.4636458213952298,0.4662498142581684,0.9880975980832425,0.1422891095141066,0.07659378552541626,0.08576109484953082,0.41743359714019423,0.49140874624445025,0.3257401532861316,0.35985597868316255,0.7745680599247267,0.15544580192357443,0.08427282976324552,0.12099591071732547,0.2173214490646784,0.35567321502897387,0.2375631474925058,0.2582156996270468,0.5993551760532104,0.26304788589404376,0.12576957912477213,0.11005679546642218,0.006311593605267625,0.8836316109283102,0.9093140491461295,1.9170539541677996,7.721496820449829
2,1.7995373985984109,0.9462774084372954,0.8532599901611154,0.7821666882796721,0.19099654299630361,1.7995373985984109,0.0,0.0,0.0,0.44449873525507066,0.9048413799917593,0.8262194749331842,0.9748090243116203,0.8442450614272531,0.7688267768072037,0.6244667787798444,0.6581742453820453,0.9242044119083732,0.3307701601430987,0.19815734912302715,0.30265316311245255,0.364646438606862,0.2452267015037631,0.13974836619289313,0.5017432130903099,0.1622673988130748,0.48897487277086504,0.3236047263274371,0.324497332786208,0.9915713502415961,0.45844962780623255,0.32149430510580046,0.44676698859275393,0.6106723998924766,0.35499057813924234,0.11538252088504446,0.09853084514878992,0.006622048766628126,0.894847106084582,0.9396950002965554,1.605539614504034,5.549123048782349
3,1.6106028258800507,0.7803206111897122,0.8302822106263854,0.7556485994295641,0.15724406459114768,1.6106028258800507,0.0,0.0,0.0,0.5456412488313805,0.8839835579405798,0.7920882924532342,0.9835840022970864,0.8026999358882724,0.7607303926710776,0.6138538282325255,0.6331587998416445,0.9526806369826654,0.18072871787354522,0.09934126902849832,0.10750268092582216,0.566823919637668,0.537557312721932,0.36757496030319387,0.48956770341278766,0.5959777048637901,0.7117837672658597,0.5525343876122049,0.7107355359291794,0.7128350951463766,0.5477000476331036,0.4083261112941057,0.4852411800273584,0.707079339157625,0.4766899326204457,0.0816789500178854,0.07774416251673041,0.0017114772878452525,0.9205443601954243,0.9531727496918203,1.4585815505547957,5.458877801895142
4,1.5223208164626902,0.7038280869072134,0.8184927214275707,0.741958082399585,0.13505303118885917,1.5223208164626902,0.0,0.0,0.0,0.5996543158483976,0.9132242694228981,0.8403060941910764,0.9675197147969641,0.8646989388470393,0.7775112409910333,0.6360068632625607,0.6856588584329154,0.897779818132319,0.33440649496079067,0.20077317421630944,0.3658611289778793,0.30793225232654414,0.5449848209604791,0.37455610691307867,0.4033272999929548,0.8400177398925518,0.7362221947092416,0.5825566738291137,0.715433264755276,0.75825544376859,0.5982811879053862,0.4484732045552656,0.5425701380397564,0.7009963135300012,0.5385378368768371,0.057558316029774265,0.0559975552398415,0.0006010709992350005,0.9434013737609235,0.9704725735067947,1.3033949082547969,5.33081316947937
5,1.4192329347133636,0.6154609180309556,0.803772013973106,0.7247802391648293,0.11305953274396333,1.4192329347133636,0.0,0.0,0.0,0.5474675864389864,0.9169483882685979,0.8466340646524998,0.965664331545139,0.8729116430960221,0.786091852024386,0.647571114285146,0.7080227638617966,0.8835108789575433,0.2852172837406246,0.16632852724501282,0.2592168408035174,0.3170151151899223,0.4863863197817472,0.32134112299488043,0.4362908207572096,0.5494781389649769,0.6545362981106175,0.4864763703334974,0.4933177770636931,0.9722827911879179,0.5530579384143439,0.40542928371463416,0.4742120506215542,0.6805717310750901,0.4753799672109964,0.07557524930765427,0.07066186743571774,0.0019519807835074747,0.9273861517807748,0.9632222458808541,1.2875888672741977,5.623666048049927
6,1.384190721945329,0.5880865187130191,0.7961042069576003,0.7156904597174037,0.10255553006109866,1.384190721945329,0.0,0.0,0.0,0.3757045415049424,0.9047009377647148,0.825985312101338,0.964208495984225,0.8521116054941027,0.7815355413260858,0.6414102075465139,0.7042143897306179,0.8779303090346668,0.2272900093589102,0.12821612703649973,0.14435139157508736,0.5342476347605944,0.4986191738781132,0.33210706118184685,0.3472078940804676,0.8842058579229711,0.08936610170854882,0.046773011715359386,0.8348616957299798,0.0472097896450426,0.3992027065679145,0.28712660187005495,0.5076588427790382,0.5858983978408188,0.27175842831519076,0.11869972774129867,0.11692906565912427,0.0007178249373282041,0.8823531094035475,0.9288867254545363,1.363707802512429,5.584556818008423
7,1.3227097649465909,0.5394596454094757,0.7832501198757779,0.700406355614012,0.09004447469487786,1.3227097649465909,0.0,0.0,0.0,0.6170015216253009,0.9259424966825276,0.8620976938595396,0.9652824654432135,0.8896835523732172,0.800647753619495,0.6675668103643028,0.7373879876164918,0.8757800324960145,0.3232184092000182,0.19276118665270695,0.24213942853226902,0.48592886666146906,0.6011997143380113,0.42979667683831707,0.5356655811711437,0.6850041530892337,0.7476656706628789,0.5970176279193986,0.6340267793220372,0.9109359924171517,0.6181828869551009,0.4717855754436813,0.5373049441604855,0.7394122611659674,0.5573612647336361,0.05976771680923569,0.058757665386204555,0.00042545705951898806,0.9408168775542765,0.9712989669858894,1.1922617906873876,6.273239374160767
8,1.3070252578366885,0.5295106836340644,0.7775145701386712,0.6929462707855485,0.07875156889415601,1.3070252578366885,0.0,0.0,0.0,0.5390868767716297,0.9275917018885593,0.8649613244527204,0.9457250942383667,0.9101406086992349,0.7993636816813581,0.665783359611159,0.795305871345926,0.8034631118968968,0.2501979414093357,0.14298642533936187,0.18678496974626757,0.3787992060013595,0.5669289080498159,0.39560417569955647,0.41559087699996294,0.8916100080054689,0.5775852381273296,0.40605964842976866,0.851825150196739,0.4369211413318186,0.5485189423169599,0.40260840226996153,0.5623767170722239,0.6276983668088859,0.4649040291954938,0.08394912024767387,0.08231378789042126,0.0006208614750821417,0.9170653506344966,0.9558877655924553,1.2341534116051414,5.564332962036133
9,1.2751229093833403,0.5034698322415352,0.7716530791737817,0.6852693923495032,0.07261866758662192,1.2751229093833403,0.0,0.0,0.0,0.5916158972379018,0.9267106723069901,0.8634304361331122,0.9681165034182653,0.8887013838800607,0.8012008694790076,0.6683362116977926,0.7202781641168262,0.9026082180970343,0.33403552015967214,0.20050578760940166,0.2736831707075989,0.42853582875749285,0.5864868546519467,0.4149143264653082,0.45994620037475004,0.809081922974258,0.6627568978640845,0.4956143701960355,0.8304092069973672,0.5514283649779379,0.5961200355386778,0.4448426739921345,0.5710791855491356,0.6729135837016806,0.5277597575585679,0.0699389907959554,0.06853164700544465,0.0004974721285973554,0.930970880865958,0.9612403204115773,1.157731900160963,5.316171884536743
10,1.2521981705318799,0.4872814919799566,0.7649166821078821,0.6788690185005014,0.06674214971082454,1.2521981705318799,0.0,0.0,0.0,0.6020685740279389,0.9318553984478177,0.8724056622049912,0.9722212832523819,0.8947078136720433,0.8167392599331372,0.6902445355256067,0.7498841885663943,0.8966819155767433,0.41325648253952907,0.26044315164490606,0.3061767749948124,0.6355168295050712,0.5159618536552153,0.34767425279871644,0.5502584672508558,0.48568969470094053,0.6860953759351546,0.522180501817987,0.5303976415422704,0.9711861741240464,0.608013243015759,0.45513561044680406,0.5341792680885833,0.7472686534767004,0.5384379040432997,0.07217606930693861,0.07094821251078523,0.0005081751832989085,0.9285436123059159,0.9660185869723137,1.1344972171566703,5.370367050170898
