epoch,train_loss,train_ce,train_dice,train_focal_tversky,train_ordinal,train_aux,selection_score,dice_c0,iou_c0,precision_c0,recall_c0,dice_c1,iou_c1,precision_c1,recall_c1,dice_c2,iou_c2,precision_c2,recall_c2,dice_c3,iou_c3,precision_c3,recall_c3,dice_c4,iou_c4,precision_c4,recall_c4,mean_dice_no_bg,mean_iou_no_bg,macro_precision_no_bg,macro_recall_no_bg,minority_dice_c2_c3_c4,ordinal_mae_fg,adjacent_error_rate_fg,distant_error_rate_fg,exact_rate_fg,weighted_kappa_fg,val_loss,epoch_seconds
11,1.2491746504198422,0.4875430107455362,0.7616316418756138,0.6742548183961348,0.06768866056915034,1.2491746504198422,0.6296784885337129,0.9206720225381103,0.8530048713303354,0.9704989667425918,0.8757116103742618,0.7796322220317002,0.6388502188493149,0.6811591610459733,0.9113888768388513,0.5078656223537313,0.3403618534376587,0.46809311691221456,0.555024427434941,0.5262270471990073,0.3570611376731277,0.5314675730497049,0.5210888604456453,0.6927547567171213,0.5299348077774676,0.5512679577957971,0.9319449948301275,0.62661991207539,0.46655200443439226,0.5579969522009225,0.7298617898873911,0.57561580875662,0.07663357086518895,0.07577247433795667,0.0003449210179109686,0.9238826046441324,0.9632302965712392,1.1665688279000195,4.55603551864624
12,1.241265332834287,0.4831811834804036,0.7580841502005403,0.67153535309163,0.061264142944392835,1.241265332834287,0.5644878355113264,0.9043233479698328,0.8253560448643512,0.9703929921545142,0.8466769652316186,0.7977293147529478,0.6635188934919628,0.705746726927942,0.9172820909416781,0.28166015954806295,0.16391411810249598,0.18904355172733223,0.552190443706522,0.5600759626731652,0.3889621592212081,0.4437935498572725,0.7589302211516564,0.646226684936415,0.47735221085079715,0.8038875484587521,0.5402677379829673,0.5714230304776478,0.42343684541661597,0.5356178442428248,0.6921676234457059,0.49598760238588097,0.0809584744458128,0.0796740301724138,0.0005917102832512316,0.919734259544335,0.9546836493650357,1.2094591395421461,4.876296758651733
13,1.211527493867007,0.45783647217533807,0.7536910237236456,0.6653409386900339,0.05985168388790705,1.211527493867007,0.567004086159713,0.9306566772879389,0.8703067177037342,0.9620053509973485,0.9012866321820197,0.8119671056869431,0.6834550706244864,0.7469691969565464,0.8893547680983558,0.339722434391606,0.20461785512780675,0.6029671313466425,0.23647964046024714,0.5753014701213196,0.40380575824017245,0.4138081928591258,0.9435211594085732,0.5776642530066752,0.4061377591245946,0.7635156378661863,0.46457869301228166,0.576163815801636,0.4245041107792651,0.6318150397571252,0.6334835652448645,0.4975627191732002,0.08163152606272993,0.08028375449464795,0.000597902359223059,0.919118343146129,0.9561730991530215,1.188443045724522,4.795075178146362
14,1.1946946490894665,0.4476271816952662,0.747067467732863,0.6599448546767235,0.0534488111522726,1.1946946490894665,0.4561075367645933,0.923915355055067,0.8585898510821581,0.9623971907670981,0.8883926215733554,0.8190934463344687,0.6936141084084971,0.7874757857829726,0.8533562500031121,0.40098053613184625,0.25076651359942975,0.2955923815415293,0.6231554026262942,0.5192638975727608,0.350679568575101,0.3594927647653913,0.9346589668389743,0.17647012091455835,0.09677391247521742,0.6897376183820246,0.10117835685947166,0.4789520002384085,0.3479585257645613,0.5330746376179795,0.6280872440819631,0.3655715182063885,0.1175012550590364,0.11488477254357114,0.001049986735484875,0.884065240720944,0.9307902576923772,1.215648191896352,4.9103217124938965
15,1.186620445414023,0.4440366058525714,0.7425838363441554,0.6531920612535693,0.05214168128176508,1.186620445414023,0.6679584260986864,0.9287967039307693,0.8670592289427966,0.9721698685601158,0.8891284170830284,0.8093461655290106,0.67974934619734,0.7220235155556206,0.9206966547944708,0.5032582382231398,0.33623584981399574,0.5023565220433269,0.5041631973355284,0.6343434060155558,0.4644970110419878,0.5444075661702811,0.7598742227104347,0.7171842697749564,0.5590703737700046,0.6193627670180881,0.8517010335104808,0.6660330198856657,0.509888145205832,0.5970375926968292,0.7591087770877287,0.618261971337884,0.05557713002760821,0.05478283358849039,0.0003202808222249268,0.9448968855892846,0.9719133733025632,1.0959493165666407,5.456000804901123
16,1.1825391568920829,0.44292459603060375,0.7396145618774674,0.6500982134179636,0.05294423395852474,1.1825391568920829,0.6222657294391769,0.9137893077003898,0.841263406978449,0.9810917225461449,0.8551279466005819,0.7797100731276043,0.638954772925154,0.6614092279094816,0.9495479243111613,0.4414283551640287,0.28322621974204204,0.3444882000506218,0.614292306611929,0.5436626584620253,0.37330819100462453,0.5686849268832932,0.5207495573942694,0.7153651858673181,0.5568626803488081,0.5845007365471654,0.9217328723757567,0.6200415681552441,0.46308796600515717,0.5397707728476405,0.751580665173279,0.5668187331644573,0.07556093157833872,0.07412935207542161,0.0006472959096952354,0.9252233520148831,0.9616201909392923,1.1306730183688076,5.1704933643341064
17,1.1596088382330807,0.4241191798990423,0.7354896488514814,0.6445314345712011,0.04738870889625766,1.1596088382330807,0.5424758562968919,0.9322513418649906,0.873099989180332,0.9699088320360195,0.8974087265755961,0.8191020793908537,0.6936264897209183,0.7429035838722674,0.9127182032453269,0.48107926061702255,0.31672440051904793,0.5349578222271009,0.43706048172705286,0.5547577228529578,0.3838510204310301,0.39701599371726565,0.920482146276538,0.36993513872125283,0.22694504219362627,0.8211527314313075,0.2387459404307931,0.5562185503955217,0.4052867382161557,0.6240075328119854,0.6272516929199278,0.4685907073970777,0.09502429791226912,0.09325747065920098,0.0007065693996501876,0.9060359599411488,0.9445586673998874,1.161929965019226,4.733211994171143
18,1.160054861144586,0.4249397734688087,0.7351150905544107,0.645766345276074,0.04872914904792031,1.160054861144586,0.44406203623654605,0.8974918965950527,0.814045623631491,0.98263532660256,0.8259269417699097,0.7480974372125879,0.5975684206180699,0.6158359018920667,0.9527081909144033,0.4776231530062013,0.31373516613140323,0.3983281401815794,0.5963353831646019,0.5358608121000712,0.36599034881968906,0.379010131003875,0.9141932817995521,0.05869579522273875,0.030235238288928195,0.7952924393713797,0.030472390374549383,0.4550692993853998,0.32688229346452263,0.5471166531122252,0.6234273115632766,0.35739325344300377,0.11062365070655839,0.10944338645229376,0.00048544681349858317,0.8900711667342076,0.9310529435512385,1.2677622572942213,5.394909620285034
19,1.154495552859523,0.4210655413229357,0.7334300096739422,0.6427876420996406,0.04460208017950539,1.154495552859523,0.6898174325343349,0.9224307580262575,0.8560292203001973,0.981055666781309,0.8704172643681256,0.7910203227220471,0.6542875265720337,0.6768520462741981,0.9515179800620936,0.5662199704201002,0.3949141142564272,0.5640498541606241,0.5684068497135636,0.6498590667084161,0.4813268383205658,0.5370942728223819,0.8225579418750081,0.7240606758648461,0.5674726549835138,0.6935474452554455,0.7573823806725444,0.6827900089288524,0.5245002835331352,0.6178859046281624,0.7749662880808024,0.6467132376644541,0.05576595091667023,0.054334709925057983,0.0005396291360883298,0.9451256609388536,0.969524872570066,1.0747487260536714,5.763545989990234
20,1.1505986662073568,0.41498845375396987,0.7356102073734457,0.646876534955068,0.04641755543839694,1.1505986662073568,0.4290322965363761,0.9310232067780411,0.870948006244254,0.9546622404343229,0.9085265694918792,0.8156273865841885,0.6886577563051408,0.7930580022797676,0.8395189892731395,0.49389853290565383,0.32793177863275713,0.4474701356673422,0.5510769138167716,0.49284115727882627,0.32700014312293857,0.3407207522234206,0.8903547228632847,0.01274461474449658,0.006413174088773695,0.8974522292936469,0.006417877135686111,0.4537779228782913,0.33750071303740253,0.6196752798660443,0.5718421257722205,0.33316143497632555,0.12078085782143111,0.12000285240186756,0.0003710684465426584,0.8796260791515897,0.9300205868709346,1.295492951165546,4.831571817398071
21,1.1359514898874543,0.405347447165034,0.7306040450930595,0.6402395343915983,0.041455201751721855,1.1359514898874543,0.6549702953006987,0.9205679499709536,0.8528262153659251,0.9798824663491857,0.868024453739353,0.7920699834653921,0.6557250607429533,0.6874246540967235,0.9342960728028048,0.5064281297537526,0.3390718182649336,0.40719479758911425,0.6696126721707477,0.6218338667901687,0.45120385112198375,0.5056461810691343,0.807346414977683,0.6874046193490905,0.5236987951368608,0.7225541486338215,0.6555162314443796,0.651934149839601,0.4924248813166829,0.5807049453471984,0.7666928478489038,0.6052222052976707,0.06808841267774424,0.06737575933837077,0.0002920007391634198,0.9323322399224658,0.9625672717021605,1.093780518932776,4.693806886672974
22,1.12693143974651,0.40143794092265045,0.7254934937439181,0.634756566787308,0.04099977474702014,1.12693143974651,0.6530417758168886,0.9317235849562373,0.8721746280601625,0.9746808913056022,0.8923929706336559,0.820613859333898,0.6957974415999377,0.7525966598032456,0.9021469169948801,0.5066052239360541,0.3392306120631306,0.4152153281863052,0.6495791659560481,0.6141079953871525,0.443113888631391,0.5529081386997621,0.6905421794005862,0.6786282931267363,0.5135786467931581,0.5361961471473472,0.9241014288772166,0.6549888429459603,0.4979301472719043,0.564229068459165,0.7915924228071828,0.599780504149981,0.0682656929157876,0.06741336963981596,0.00034633079992882744,0.9322402995602552,0.9667682044311194,1.050100795247338,4.83594822883606
23,1.1213212548331781,0.3985930434004827,0.7227282144806602,0.6328450346534903,0.03863771219039336,1.1213212548331781,0.6351279148084501,0.9345560057083857,0.8771516951763829,0.9655732820826693,0.9054694548974024,0.8184412207739501,0.6926792260898348,0.7588305256440699,0.8882159153180142,0.4933492277214031,0.3274476320582785,0.4308321412790144,0.5770893733133745,0.558844634211908,0.3877754248281935,0.5945354114731887,0.5271963153704105,0.682943735399262,0.5185380106796686,0.5326400718081444,0.9514218171382849,0.6383947045266307,0.48161007341399387,0.5792095375511044,0.7359808552850211,0.5783791991108577,0.0723892594927907,0.07167216453144941,0.0002883968866263841,0.9280394385819242,0.965819839839462,1.1160764274272053,4.656560182571411
24,1.1238700517199256,0.39915833520618355,0.7247117175297304,0.6361781890419397,0.039016198319255964,1.1238700517199256,0.6442418647122782,0.9224005256369786,0.8559771488216601,0.978317166391982,0.8725302366676488,0.808502678461763,0.67856021482111,0.715747978553162,0.9288770482770816,0.4624801072989628,0.30079617798407865,0.3537778226685214,0.6676113279094396,0.5853468306712294,0.41377409202636334,0.522356737603597,0.6656118037148421,0.7226690186411245,0.565764887243493,0.6117842800494844,0.8826471351853221,0.64474965876827,0.48972384301876126,0.5509167047186911,0.7861868287716713,0.5901653188704389,0.06466062518517125,0.06385331772016371,0.00033703127179926106,0.935809651008037,0.967177757595339,1.0796536396850238,4.735258340835571
25,1.115203247828917,0.3912649178369479,0.723938328975981,0.635393079708923,0.036678404748355126,1.115203247828917,0.5928515827199236,0.9317347071951162,0.8721941201971594,0.9713840276249673,0.8951952121999516,0.8176733907512324,0.6915799613702086,0.7374460956411584,0.9174875232295505,0.4912810788134097,0.325627969474276,0.4755437461563155,0.5080956632524849,0.592493751760061,0.4209528394640974,0.44048205146657615,0.9047129529779417,0.5021962586988283,0.33528842588052327,0.8393247756542741,0.35828516509292674,0.6009111200058829,0.4433622990472763,0.623199167229581,0.672145326138226,0.528657029757433,0.08105392067278437,0.08008794587970582,0.0004056692478209336,0.9195063848724733,0.9538402886369888,1.1471568102186376,4.896743535995483
26,1.1218607879497788,0.3979830252514644,0.7238777648996223,0.6339603100310672,0.03802483089120043,1.1218607879497788,0.6170446358472876,0.9350135937731519,0.8779582427590056,0.9706653727140456,0.9018879555018464,0.8276114544192879,0.7059190893146711,0.7619007472374414,0.9057265247488521,0.4708860506934507,0.30794699826458105,0.4682851091059477,0.4735160458653695,0.5941376409075478,0.4226143740636819,0.4378322965151378,0.9240061948002336,0.6048930097831625,0.43358180700474147,0.8032309641606731,0.4851077009970491,0.6243820389508622,0.46751556716191883,0.6178122792548,0.6970891166028761,0.5566389004613871,0.07709037929536754,0.075866325962421,0.0004883320077456226,0.9236453420298334,0.9574668388519679,1.095045416192575,5.415749788284302
27,1.105853646993637,0.3865515308623964,0.7193021178245544,0.6289879534054886,0.036045088062316856,1.105853646993637,0.673387088844242,0.9213335396834246,0.854141269408733,0.9854419084095566,0.8650568737927992,0.7921471128756844,0.6558307897592122,0.6768442431731592,0.9548009076915895,0.5534251831111126,0.38257625990016214,0.4665269735098949,0.6801059358165042,0.627121445889344,0.45679309652818506,0.6058215885997875,0.6499736284261831,0.7000188238382203,0.5384838155157291,0.5637506606213857,0.9231631161093306,0.6681781414285903,0.5084209904258221,0.5782358664760568,0.8020108970109019,0.6268551509462257,0.06288245050370034,0.062117166279362084,0.00029660990968343213,0.9375862238109545,0.9682055584792943,1.0569272203878923,6.291558504104614
28,1.104965571652759,0.38189018991860474,0.7230753776702014,0.635299588130279,0.03473554173780775,1.104965571652759,0.5600613488209026,0.9344898569134507,0.8770351582073528,0.9694873479737486,0.9019310773855101,0.8305817481885078,0.710252082094573,0.7698311109219161,0.9017420358838305,0.4031679484592772,0.25247986979612275,0.30583773463521147,0.5913646258639591,0.5720101568099074,0.40057018580191817,0.4515092428610499,0.7802458435375944,0.49156997410659686,0.325881854423743,0.8653141827115277,0.3432949353884959,0.5743324568910724,0.42229599802908924,0.5981230677824263,0.6541618601684699,0.48891602645859383,0.0967140609646527,0.09592399867797054,0.0003430480384569796,0.9037329532835725,0.9441199587842461,1.147231784733859,6.527902603149414
29,1.1057513146237894,0.3901407601819797,0.7156105474992231,0.6257327056743882,0.032225991496075454,1.1057513146237894,0.6735648667456138,0.934561595404535,0.8771615434299815,0.9767822091385379,0.8958396574034421,0.8219268362846195,0.697687428590976,0.7393198282758394,0.9253158895392536,0.5605648619493675,0.38943391552086,0.5044161886807387,0.6307795712408018,0.6071918358269714,0.43594792983388914,0.5619149161195004,0.6604046776788761,0.7051586920744478,0.5445908218700352,0.5781755017938214,0.9036179700559387,0.6737105565338516,0.5169150239539401,0.595956608717475,0.7800295271287175,0.6243051299502622,0.06272936354464602,0.06207005124170484,0.00026751271178582887,0.9376624360465093,0.9686862181530096,1.0386573401364414,5.448116302490234
30,1.0917521999640898,0.3758336085487496,0.715918595817956,0.6263977207920768,0.03749986138956791,1.0917521999640898,0.5974491859621088,0.9309877419603947,0.8708859369561159,0.9768668893399188,0.8892247604494244,0.8189922054186832,0.6934689247406933,0.7364495856029133,0.9223735207753327,0.49565004003359425,0.3294778829552818,0.3854840282518037,0.6939799163347464,0.4815103268941758,0.31709819001226697,0.6567635500292764,0.3800866062639919,0.6233760957816848,0.4528296318780363,0.45737729698886165,0.9785144595819052,0.6048821670320346,0.4482186573965696,0.5590186152182138,0.7437386257389941,0.5335121542364849,0.08741119793103992,0.08653125911674958,0.000348111995079912,0.9131206288881705,0.9587724331060751,1.0974900343201377,5.206794261932373
31,1.0931079746647314,0.3776455223560333,0.7154624529860236,0.6255282150073485,0.037169551659396595,1.0931079746647314,0.622967795934539,0.9383354072206255,0.8838341351896455,0.9649522402503365,0.9131475332410137,0.8329069393728886,0.7136594051251962,0.7799647808552665,0.893559647912988,0.47256447539602076,0.30938423768724593,0.6486230983350564,0.37167821995724587,0.6097225627911798,0.4385617909582742,0.4522185325614742,0.9355760929085347,0.6057051618253674,0.43441684301029027,0.6997791176645752,0.5339272944252136,0.6302247848463641,0.4740055691952516,0.6451463823540932,0.6836853138009955,0.5626640666708559,0.06956474858190076,0.0688326007053148,0.00029425842144966926,0.9308731408732356,0.9630192047811623,1.1048955890265377,4.720752239227295
32,1.1025797196409919,0.3839441246607087,0.7186356037855148,0.6283211162821813,0.03656008424216204,1.1025797196409919,0.6499552689351676,0.9413480123798462,0.8891949605611128,0.9656686785393158,0.9182222980763886,0.8272745842053414,0.7054290570182332,0.7716170264182176,0.8915856031855921,0.4928077106800615,0.32697069522723055,0.4641516291893076,0.5252349949339142,0.6575086234299754,0.4897674837285479,0.5398281815848331,0.8407996801816501,0.6381704609983823,0.46861258529186905,0.7908030651959657,0.534924821105636,0.6539403448284402,0.4976949553164702,0.6415999755970809,0.6981362748516982,0.5961622650361397,0.07179040384746516,0.07120176599570989,0.00023249757438484675,0.9285657364299053,0.9607580646495175,1.0943605615334078,4.866228103637695
33,1.0842123885046353,0.3698161677880721,0.7143962193619121,0.6247573626989668,0.03331044103569267,1.0842123885046353,0.6697951356518352,0.9393351505784616,0.8856097673933034,0.9666002019754973,0.9135660424698344,0.8272592872475992,0.70540681179733,0.7788451632615471,0.8820913405803019,0.5081307574713362,0.3406000626503119,0.4197951771750018,0.643550053670102,0.6480985885095091,0.47939781924997843,0.5414594015889888,0.8070440657239817,0.703326698891083,0.5424085606525536,0.7691875054079362,0.6478548621454272,0.6717038330298819,0.5169533135875435,0.6273218118583685,0.7451350805299531,0.6198520149573095,0.06759449034279666,0.06686329010645571,0.00028396920202608343,0.9328527406915182,0.9637277676848505,1.0498802282593467,4.713616132736206
34,1.0862928595055232,0.3735838867723942,0.7127089723944664,0.6228652887723662,0.0338423756766133,1.0862928595055232,0.6442789698279974,0.938738252890819,0.8845492221385449,0.969097969074529,0.9102229616994824,0.8315078075785122,0.7116074997945544,0.777346617951578,0.8937815347287725,0.5103068569470921,0.3425583713846551,0.431704989153998,0.6239027717865321,0.5661227260528335,0.39481951233832946,0.5923466578570424,0.5421222901947955,0.6885044518550921,0.5249765832823238,0.5375522073510882,0.9573386534755852,0.6491104606083824,0.4934904916999657,0.5847376180784267,0.7542863125464213,0.5883113449516726,0.07260292912595338,0.07183701470969249,0.00029233684178089496,0.9278706484485266,0.9655902467447905,1.0535953031344847,4.805428504943848
35,1.0730549130927434,0.3659278281371702,0.7071270854635672,0.6169979951598428,0.030030041544126685,1.0730549130927434,0.6847662861853553,0.938003370323366,0.8832451479709288,0.9669075991122147,0.9107770779045614,0.8238199882641795,0.7004199867742832,0.7641515467820965,0.8935960473232178,0.5379735431287125,0.36796430091967486,0.504222028240412,0.5765677196713292,0.6396294535793904,0.47018766707525067,0.5899607829783202,0.6984301354860365,0.7344570658488413,0.5803493868356714,0.628952357455408,0.8824922680294573,0.6839700127052809,0.52973033540122,0.6218216788640591,0.7627715426275102,0.6373533541856481,0.05709981466166765,0.05640888185743658,0.00025945732151787845,0.9433316608210456,0.9716326986238221,1.0404963371428577,4.722863435745239
36,1.0865371823310852,0.3748765680938959,0.7116606154225089,0.6206396249207583,0.03256465970083478,1.0865371823310852,0.6119130303889928,0.9332418136654421,0.8748391393855757,0.976427717021516,0.8937142024533846,0.8236252244578076,0.7001384606178741,0.7443513994066705,0.9217971136763508,0.5207055305483894,0.35199586106843234,0.4290962288686466,0.6620486943610915,0.5930302009398826,0.42149462009492883,0.44922884737163693,0.8722406431304276,0.5400868488297186,0.3699445055322499,0.8664714995673259,0.39231039021966574,0.6193619511939495,0.46089336182837126,0.62228699380357,0.7120992103468838,0.5512741934393302,0.08152601702148163,0.08085263017792026,0.0003210929641146029,0.9188262768579651,0.9533992896720987,1.071294291452928,5.19527530670166
37,1.110251490365375,0.3928228361024098,0.7174286598509009,0.6260969428853556,0.03376529800483364,1.110251490365375,0.6382018443198244,0.9360670213735672,0.8798176578585394,0.9728551332531123,0.9019597874817389,0.8236039827736689,0.7001077619384807,0.7542212623507524,0.9070453800921109,0.547410303067227,0.37685129133375755,0.4835236667050992,0.630749475838376,0.5482447526365098,0.37764268710732646,0.5912235158787913,0.5110911784565907,0.6498751021717608,0.4813444320722667,0.488935428697528,0.9687532738460817,0.6422835351622918,0.4839865431129578,0.5794759684080427,0.7544098270582899,0.5818433859584993,0.07674986901728972,0.07594477528966176,0.0003079593493658837,0.9237472653609724,0.9641075219603732,1.054101742126725,5.044606924057007
38,1.0850092192942447,0.37641458365727554,0.7085946290330454,0.6178793717514385,0.031183515130330554,1.0850092192942447,0.6763851634460459,0.9275437742283519,0.8648779800415354,0.9835503196990947,0.8775719792184286,0.8080706064623175,0.6779517401311329,0.7130310733235228,0.9323419729577267,0.5038375166561501,0.33675320846843976,0.3648985468124271,0.8136392363792816,0.6308312985073569,0.46074037320575323,0.6030116736046472,0.66134196036535,0.7539936358961021,0.6051282381999379,0.6744534571552575,0.8548029315441232,0.6741832643804817,0.5201433900013159,0.5888486877239636,0.8155315253116204,0.6295541503532031,0.06837755508981527,0.06763471906064797,0.00031973575710264634,0.9320455451822494,0.9639769391997952,1.0289163481105457,4.713066577911377
