epoch,train_loss,selection_score,dice_c0,iou_c0,precision_c0,recall_c0,dice_c1,iou_c1,precision_c1,recall_c1,dice_c2,iou_c2,precision_c2,recall_c2,dice_c3,iou_c3,precision_c3,recall_c3,dice_c4,iou_c4,precision_c4,recall_c4,mean_dice_no_bg,mean_iou_no_bg,macro_precision_no_bg,macro_recall_no_bg,minority_dice_c2_c3_c4,val_loss,epoch_seconds
1,1.9599235504865646,0.46058025343010456,0.9024509211925998,0.8222419740657115,0.9662504092394347,0.8465546904263325,0.7743257828201612,0.6317549736844527,0.6756513559588768,0.9067507533353489,0.1937111128728658,0.10724259793291392,0.1319207819423755,0.36438552885941095,0.5999592538327553,0.4285298520598099,0.4901666075294226,0.7731338684676113,0.48348855045467365,0.3188162876051025,0.8611349621417749,0.33609553984887053,0.512871174995114,0.37158592782056976,0.5397184268931124,0.5950914226278103,0.42571963905343163,1.3906353495337747,8.034528017044067
2,1.5596714426170697,0.6029896373423221,0.9224368135895467,0.8560396505956566,0.9678431996916063,0.8810999873032632,0.7908178484302868,0.6540105205850731,0.7104774203594831,0.8916445658685989,0.41878563096109284,0.26485063579054047,0.3225573425988847,0.5968406517536262,0.6173551291063722,0.44650303349938636,0.5295834355262121,0.7400008174789345,0.7102187482635132,0.5506505442743224,0.7197867520992703,0.7009017791859188,0.6342943391903163,0.4790036835373306,0.5706012376459626,0.7323469535717696,0.582119836110326,1.1784989711913196,7.238805055618286
3,1.4713790701194243,0.5234954664346851,0.9075511199389656,0.8307492794429533,0.9783560833839138,0.8463030169275858,0.7616250584211769,0.6150197592420351,0.6438729480812373,0.932085818542162,0.43870036618871405,0.28098409599815466,0.36911693718697697,0.5406130903065153,0.5915028420443698,0.4199531668937901,0.44987138105614255,0.8632892209110846,0.46090666040880757,0.2994663472010292,0.7380358053519154,0.33508408481596785,0.5631837317657671,0.40385584233375227,0.5502242679190681,0.6677680536439324,0.4970366228806305,1.2224526893008838,7.162654399871826
4,1.4044046293605457,0.5346240771618413,0.9069903668633172,0.8298100395149001,0.9764457384195739,0.8467596697853745,0.7669914869062102,0.6220488169880694,0.6581336861881898,0.9189970794375182,0.39127748330877843,0.24322248196882812,0.2804235843817554,0.647069870201566,0.6106257538431377,0.4394969573764484,0.4848441708989503,0.8245312858629331,0.524513191085485,0.35548483925204216,0.8277148637640469,0.3838898367048267,0.5733519787859028,0.415063273896347,0.5627790763082356,0.693622018051711,0.5088054760791337,1.1899971149184487,7.450238227844238
5,1.3964223563671112,0.3866968193144792,0.905341067730252,0.827053103977373,0.9777197067534196,0.8429399082601472,0.8037143281879475,0.6718414732582525,0.7265893809968148,0.8991566986885554,0.3115200312938,0.18449732129928828,0.19098342022497494,0.8445401822700445,0.556915030134604,0.3859197772578494,0.4296176946985127,0.7914139556234443,0.1526495602238775,0.08263162036672199,0.9272467902989421,0.08317085059711898,0.45619973746005726,0.33122254804552803,0.5686093215548111,0.6545704217947907,0.3403615405507605,1.226036856120283,7.332309722900391
6,1.3959624753756956,0.6220680282894099,0.925203956019235,0.8608181628511771,0.9767237689895346,0.8788469102668646,0.7927555492694386,0.6566653081649738,0.7039049440110612,0.9072768296450371,0.5176861035329603,0.3492418878125733,0.420663531329189,0.672880419773506,0.6295073101449344,0.45932919949504225,0.5403398630362208,0.7539199688100099,0.6621148308636586,0.4948966070765851,0.566531882343229,0.7964964660004389,0.650515948452748,0.49003325063729364,0.5578600551799251,0.7826434210572479,0.6031027481805178,1.086865864016793,7.279630661010742
7,1.3387130945920944,0.6056989196427236,0.9399280249641896,0.8866643464774532,0.953609638252541,0.926633444106605,0.8013194945967145,0.6685013153918922,0.7916450152446841,0.8112333577782761,0.4918138855142877,0.3260962826739689,0.41650094452042435,0.6003755868544269,0.6120487625538211,0.4409728137711717,0.6311232840108009,0.5940934001150572,0.6480272525420651,0.47931975978105107,0.49956258933904774,0.9220509383377453,0.6383023488017221,0.47872254290452093,0.5847079582787393,0.7319383207713763,0.5839633002033913,1.095241286537864,7.25774073600769
8,1.2942385592243888,0.6378621827111703,0.9248967202316516,0.8602863907465136,0.9758287271147623,0.8790176321820071,0.7826476929120565,0.6429097709472833,0.6908477193523187,0.9025831037712619,0.49708752878104706,0.3307494869464215,0.4066930489853442,0.6391494062413344,0.6592327639935325,0.4916832290421158,0.5623240843507089,0.7964980459108508,0.7090044186253026,0.5491919793174891,0.6696221111297306,0.7533085547160154,0.6619931010779847,0.5036336165633275,0.5823717409545256,0.7728847776598656,0.6217749037999607,1.0759470544078134,7.461778402328491
9,1.3013807846741243,0.582501597780723,0.9252927075627165,0.8609718330507317,0.9757634351163212,0.8797863330436327,0.8123411447256768,0.6839852547877006,0.7466622372773623,0.8906891402254878,0.4020302922108867,0.25158818108455866,0.2633793090448556,0.8489367578016653,0.5831843382164776,0.41161624193393714,0.5040829606276004,0.6917318291720292,0.6856769805998203,0.5216959381208618,0.8028302580913496,0.5983609553984524,0.6208081889382153,0.4672214039817645,0.579238691260292,0.7574296706494087,0.5569638703423948,1.0813051638278095,6.852777481079102
10,1.2943816063078968,0.6314511440286217,0.9276856319691937,0.865124686963574,0.9677721085406344,0.8907879472136874,0.805492107325412,0.6743296651827542,0.7302004024500068,0.898095662979522,0.49448124905399715,0.3284457591400217,0.5226945466628602,0.46915769124548634,0.629351669454803,0.4591634888611206,0.49000406424306114,0.879450151076372,0.7125068591448014,0.5534063340108586,0.7052054859925334,0.7199610041432658,0.6604579712447534,0.5038363117986888,0.6120261248371154,0.7416661273611616,0.6121132592178672,1.0765164264223792,6.768583536148071
11,1.3091280162334442,0.6173009046141777,0.9415618429989782,0.8895766245491368,0.9560355525867144,0.9275198413348952,0.819364497330244,0.6940029293354515,0.8236159380905564,0.8151567223767949,0.49502681205174875,0.3289273297464023,0.37573355841999523,0.7253079259872562,0.6415997909558163,0.4723201503386602,0.5342742905683083,0.8028838142310257,0.6479215799296129,0.4792041425347821,0.7655628369005751,0.5616195466731317,0.6509781700668555,0.49361363798882407,0.6247966559948588,0.7262420023170522,0.5948493943123926,1.077902296727354,7.554994106292725
12,1.2522718831896782,0.5450249123508311,0.9347222113396805,0.8774445701296149,0.9758510726760723,0.896920029671694,0.8339053327460186,0.715126615500069,0.7669094481829049,0.9137269397459984,0.3601479305097627,0.21962220691145504,0.24031701039023468,0.7183374758353649,0.568047092293375,0.39669397592351213,0.5361854409638135,0.6039345891067595,0.6105862407842929,0.4394560200187992,0.8541632433971043,0.4751035827443044,0.5931716490833624,0.4427247045884588,0.5993937857335143,0.6777756468581069,0.5129270878624769,1.1211231025782498,7.241086959838867
13,1.245584624734792,0.6598372734597011,0.9439940933126003,0.8939288003358139,0.9619132605102083,0.9267303372730138,0.8293831543343907,0.708500956060312,0.8019963071636012,0.8587065629253353,0.512647838297523,0.34467145811031585,0.4640136766824886,0.5726705330019015,0.6954248729693344,0.5330661750022677,0.5816654432063985,0.8644997185985623,0.7149238154873492,0.5563279625779347,0.7557554567364299,0.6782780892029808,0.6880949202721494,0.5356416379377076,0.6508577209472295,0.7435387259321949,0.6409988422514022,1.0259514112364163,6.957832098007202
14,1.2806045670400967,0.6265723618093779,0.93706397885916,0.8815807915263023,0.976099875559735,0.9010302445744057,0.8265478341820115,0.7043728396085432,0.7602760018679654,0.905476523474547,0.4668954001472417,0.30454242991122915,0.32898868175313406,0.8038608119303615,0.6412189441560529,0.47190748016264317,0.5986057949204316,0.6903641239926712,0.7049442503339615,0.5443350608773008,0.7452672605790139,0.668760662929523,0.6599016072048168,0.5062894526399291,0.6082844347801363,0.7671155305817757,0.6043528648790853,1.0314642949537798,7.244478702545166
15,1.2346787737174467,0.6543390029331941,0.9312894862659102,0.871414170907678,0.9740245040017693,0.8921468258217,0.8145465877687322,0.6871181772007283,0.7359316962011778,0.9119661139739839,0.5354826572604224,0.3656376347573527,0.46624488124486213,0.6288704777685374,0.6548275118162661,0.4867981746344077,0.5366140791083378,0.8398401514222298,0.7193043114443812,0.561651232117147,0.6874711896787857,0.7542286132098004,0.6810402670724505,0.5253013046774089,0.6065654615582909,0.783726339093638,0.6365381601736898,1.0254749046130613,7.286998987197876
16,1.259937047958374,0.6310508986612615,0.9289899617858901,0.8673961294844299,0.9811647210046844,0.8820839560631879,0.8250782815439369,0.7022410672841702,0.7412493973847453,0.9302855123716718,0.48542193094090924,0.32049977538792074,0.3858896285217968,0.6541452637392624,0.623108727332143,0.4525475175137183,0.48376680367398944,0.8751961163460931,0.7199462434165071,0.5624343819263249,0.735484240031988,0.7050511820618629,0.6633887958083741,0.5094306855280335,0.5865975174031299,0.7911695186297226,0.6094923005631864,1.0175737752155825,7.2261059284210205
17,1.2217759456146846,0.5910627931096859,0.9429588366707686,0.8920739034427461,0.9739597284382513,0.9138705676888076,0.8343043712072364,0.715713734014146,0.7845338757451066,0.8908174515205338,0.4793088110506118,0.31519141725398936,0.34097973233321405,0.806484396575487,0.6185087168853761,0.44771090809268443,0.5462580329583082,0.7127850564846294,0.5942903253605527,0.42276889466025985,0.8320755544829397,0.46220448452349117,0.6316030561259443,0.4753462385052699,0.6259617988798921,0.7180728472760354,0.5640359510988469,1.0618115175854077,7.4441001415252686
18,1.2176512012427503,0.5612337528246202,0.9416194742460834,0.8896795163302342,0.9534099265185206,0.930117075662482,0.8264207610554163,0.7041882930705455,0.8280257143734706,0.8248220174286178,0.5393289625915789,0.36923369381546517,0.5045021645021402,0.5793206296602827,0.619433817253833,0.4486810013133018,0.4675845423789584,0.9173434449191822,0.4365428092181831,0.27921634937755285,0.8663880445793772,0.2917804045819954,0.6054315875297529,0.4503298343942163,0.6666251164584867,0.6533166241475195,0.531768529687865,1.1058172895149752,7.340041637420654
19,1.2168465080586346,0.4373864397004179,0.9363903608842856,0.880389126280203,0.9710476871409378,0.9041216679689386,0.8388501955591878,0.7224306393120069,0.8171998472347773,0.8616789434255717,0.39392507808445365,0.24527191895545195,0.2530305936661732,0.8888760011046181,0.5168917015182746,0.3485191890891733,0.4234155583251465,0.6633338678387849,0.2675212875456022,0.15441533891438447,0.910960844012989,0.15678162320252517,0.5042970656768796,0.3676592715677542,0.6011517108097715,0.642667608892875,0.39277935571611017,1.1600875448096881,6.789164066314697
20,1.2217228439721195,0.6513654701056686,0.9356748780050747,0.8791250517992905,0.9777654791463012,0.8970585292386144,0.82320704155375,0.699534302653078,0.7393724988711364,0.9284842191912197,0.5800053069770833,0.4084559680588347,0.5530786998762129,0.6096879315105987,0.6610518147443165,0.49370978057532755,0.5205924522366027,0.9053107834906695,0.6557587647795791,0.4878281870828427,0.7677355544837895,0.5722885693394728,0.6800057320136823,0.5223820595925208,0.6451948013669354,0.7539428758829902,0.6322719621669929,1.0133696035905317,6.125229597091675
21,1.1746913512999362,0.5312133564983441,0.9325380620810468,0.8736031037313199,0.9776532675965858,0.8914029983516846,0.8103193683890999,0.6811234434336199,0.7234414646675104,0.9209113852586068,0.5583881412867009,0.3873359794536419,0.47023208879917494,0.6872245236122239,0.619144512810417,0.4483774866771502,0.47738614671392693,0.880651216314337,0.32307207810099575,0.19265710462685787,0.8395049099834188,0.20002437241041918,0.5777310251468034,0.42737350354781745,0.6276411525410077,0.6722028743988967,0.5002015773993712,1.0766578817909414,6.636066436767578
