epoch,train_loss,train_ce,train_dice,train_focal_tversky,train_ordinal,train_aux,lambda_ft,lambda_ord,amc_p,selection_score,dice_c0,iou_c0,precision_c0,recall_c0,dice_c1,iou_c1,precision_c1,recall_c1,dice_c2,iou_c2,precision_c2,recall_c2,dice_c3,iou_c3,precision_c3,recall_c3,dice_c4,iou_c4,precision_c4,recall_c4,mean_dice_no_bg,mean_iou_no_bg,macro_precision_no_bg,macro_recall_no_bg,minority_dice_c2_c3_c4,ordinal_mae_fg,adjacent_error_rate_fg,distant_error_rate_fg,exact_rate_fg,weighted_kappa_fg,val_loss,epoch_seconds
1,1.974440336227417,0.9525933946398172,0.8507181074131619,0.7820663309910081,0.19229651623490182,1.7112882096659054,0.0,0.0,0.25,0.40097352409801273,0.8948633806679135,0.8097310006872669,0.959970372400158,0.8380268288473137,0.7618388414445115,0.6152986113159272,0.6577876323646322,0.904994048945734,0.11877830490686682,0.06313891936111575,0.0974155899629666,0.15214229106266103,0.514621699361721,0.3464583393608106,0.36278446568784906,0.8850400948704472,0.27738065956519864,0.16102260845114266,0.8195295380347885,0.16694223910577122,0.4181548763195745,0.29647961962224906,0.4843793065125591,0.5272796684961534,0.30359355461126214,0.11329304885666425,0.10966984844443045,0.0016490180451700879,0.8886811335103995,0.9337092843538315,1.4863279163837433,9.569928169250488
2,1.5992845039476047,0.6487975327128713,0.8032681732015177,0.7250015755945985,0.11552746568552473,1.4721880230036648,0.0,0.0,0.32928128907774756,0.4018341054053344,0.8741059358239426,0.7763660575505597,0.9763243044794487,0.7912629616722476,0.725331449293123,0.5690353377675201,0.5952862213460409,0.9280777571181992,0.1892408570487062,0.10450912689595428,0.12549946554526453,0.3845590521954403,0.5193873704367147,0.3507922059194583,0.38818853660725217,0.7845459218124566,0.23067814815221285,0.1303765891498512,0.5909210427464896,0.14331133308736133,0.4161594562326892,0.28867831493319596,0.42497381656126176,0.5601235160533644,0.3131021252125446,0.14945813108887684,0.12991771301080762,0.0072005032479232406,0.8628817837412691,0.8912499340800085,1.4816644002090802,8.01621127128601
3,1.4603352411226793,0.5475369473411278,0.776634581387043,0.6922864531251517,0.08342785182916983,1.3616371114145627,0.0,0.0,0.40666086403523866,0.3585580923812468,0.8670435419710714,0.7652929076193434,0.9839038593942474,0.7749956849746668,0.7191749134246072,0.5614934630516192,0.5732990049388539,0.9646232636110061,0.22110426584385276,0.12429298783424074,0.1566941546655245,0.375425097559244,0.4951124363178297,0.329002942323734,0.3483259922135309,0.8557155766975783,0.058208395475197405,0.029976643909448885,0.6830416538730089,0.030399511712966006,0.3734000027653718,0.2611915092797607,0.44034020142272956,0.5565408623951985,0.2581416992122933,0.13153722122343153,0.12897475807152908,0.001105969669538408,0.8699192722589325,0.9165307202425929,1.4837549464269117,8.319748640060425
4,1.4455479708584873,0.54524172893302,0.7645467275922949,0.6752348786050623,0.07391808004203168,1.3575950982895764,0.0,0.0,0.49503252419278,0.5831375352590028,0.9122531943329629,0.8386631793173077,0.9667986958685977,0.8635337634703394,0.7698633393246602,0.6258356196798563,0.6616018461143663,0.9204877321521928,0.32496398166338164,0.1940041754959303,0.4679819680479405,0.2488990098612477,0.5549338565196279,0.3840196928170336,0.4782675289312341,0.660871639304037,0.6797683078195993,0.5148856157944083,0.5496636238659626,0.8905635797998164,0.5823823713318173,0.4296862759468071,0.5393787417398759,0.6802054902793235,0.519888715334203,0.07144366537737253,0.06944226581999677,0.0008017789495842371,0.929755955230419,0.9648959465893582,1.2029270204630764,7.970672369003296
5,1.4085666767575524,0.522461814636534,0.7549008198759772,0.6639620119875128,0.06133426564999602,1.31204051930796,0.0,0.0,0.5310547811259394,0.6067886928352068,0.9115683703442826,0.8375063214881228,0.9762994038888342,0.8548872584025534,0.7885556021018197,0.6509218280838479,0.685142461135758,0.9287359382346838,0.41660415467131856,0.26310802564019603,0.3265507766340544,0.5752385060641947,0.5309028000572482,0.36138030899380696,0.41955716606564264,0.72269870224979,0.6948348347028278,0.5323731073872335,0.6713137936012896,0.7200639510255066,0.6077243478833035,0.4519458175262711,0.5256410493591862,0.7366842743935438,0.5474472631437982,0.07505130506458078,0.0738788991750626,0.0004450180232299408,0.9256760828017074,0.9600303058393675,1.1555587378415195,8.08970022201538
6,1.40213150463321,0.49206995303657924,0.747994298284704,0.6574568863619458,0.054209121476477856,1.2919441583481701,0.05,0.0,0.5615653284971798,0.3884711538191807,0.9153987667155306,0.8439956904192822,0.9486260307127905,0.8844204152160777,0.7963230313320014,0.6615753661991396,0.7911284139371371,0.8015863162151354,0.3922909112995819,0.24400615388489708,0.29556334644337307,0.5831285174001292,0.4649277682504501,0.3028702875568034,0.31050793779690256,0.9248863670721195,0.003963461836197378,0.0019856659737518896,0.06869058570979962,0.0020406025243345474,0.4143762931795577,0.302609368403648,0.36647257097180314,0.5779104508029296,0.2870607137954098,0.13416451198181586,0.12849153509937059,0.002119975113335626,0.8693884897872938,0.9192183758806748,1.4455927204002033,7.885374546051025
7,1.3917989879846573,0.4678537766025825,0.7353676117279313,0.6417718871750615,0.049508902223103425,1.2440039352937178,0.1,0.0,0.6441531857380978,0.337412085984105,0.9074626032393327,0.8306009532762224,0.9752732320446336,0.848468679497847,0.7976011867222743,0.663341628347106,0.7202405759998686,0.8935800914173636,0.2878992186489806,0.1681555325392698,0.17456115181581683,0.820867148861851,0.3991114913247172,0.2493062378559875,0.33422353813332817,0.4952648747434064,0.003209326993250295,0.0016072425801236937,0.33270676691416634,0.0016124403875322094,0.3719553059223056,0.2706026603306217,0.39043300821579496,0.5528311388525383,0.23007334565564933,0.17558354504453635,0.16335075722457076,0.0060472932686498684,0.8306019495067793,0.8778148681402375,1.4880547306754373,7.679401159286499
8,1.3910349932583896,0.447400944984772,0.7274800356138836,0.6335112154483795,0.04157904689782299,1.2112733322111042,0.15,0.0,0.7381385166069679,0.6447504736618386,0.9255697535456502,0.8614516918153194,0.9754439101985913,0.8805476161485091,0.8004776510342276,0.6673303350491129,0.7039365431290658,0.9277077795512056,0.49641534123370096,0.3301545665150727,0.45904237641984186,0.5404131095572695,0.5955556659669271,0.42405074486412686,0.4724704917806533,0.8053643476478637,0.6845374178923239,0.5203777189888109,0.7291176516013071,0.6450945828379567,0.644246519031795,0.4854783413542808,0.591141765732717,0.729644954898574,0.592169475030984,0.07061129199691463,0.06976752469463895,0.000330858097890463,0.9299016172074706,0.9617483293370971,1.1242664591832594,8.829772233963013
9,1.456426273692738,0.4780150997367772,0.7270560670982708,0.635668629949743,0.048057053185237404,1.2422137998721816,0.2,0.0,0.7597046216007711,0.6030023997381938,0.931370162655673,0.8715554536360686,0.9673790245334282,0.897945820984492,0.8094041832278116,0.6798312003331061,0.7480888546666439,0.8816680104531084,0.5448364579424883,0.37441596232690316,0.46251067523483896,0.6628161271229466,0.4627314710350861,0.3010088753632758,0.525498938700879,0.41335846191573816,0.6157688676786484,0.44484541150725726,0.45136263582312264,0.9685619673594252,0.6081852449710086,0.4500253623826356,0.5468652761063711,0.7316011417128045,0.5411122655520743,0.08986614121275263,0.08893834252307482,0.00035393198478051737,0.9107077254921446,0.9587946691564675,1.1092587804252452,7.802642107009888
10,1.4479086832566694,0.44679712622680445,0.7229466343467886,0.6275828270749613,0.04055225691197186,1.2126921991055661,0.25,0.0,0.7914821684903562,0.6471276246158767,0.9248965034906854,0.8602860157126021,0.9707783828513944,0.8831559227169592,0.8081745527485215,0.6780980844235946,0.752527391449969,0.8727087693159908,0.528031571678458,0.35872479430864057,0.39897134271567575,0.7805142301094078,0.5552415678119746,0.3843144676934571,0.41324991547704726,0.8458858665161355,0.7004209780091017,0.5389598986724851,0.7499207195029632,0.6570512382539795,0.647967167562014,0.4900243112745444,0.5786673422864138,0.7890400260488784,0.5945647058331781,0.07531473085085857,0.0744123416296868,0.0003296031899157502,0.9252580551803975,0.9599865084736554,1.0762390304695477,7.640442848205566
