run,num_folds,selection_score_mean,selection_score_std,selection_score_mean_sd,mean_dice_no_bg_mean,mean_dice_no_bg_std,mean_dice_no_bg_mean_sd,minority_dice_c2_c3_c4_mean,minority_dice_c2_c3_c4_std,minority_dice_c2_c3_c4_mean_sd,mean_iou_no_bg_mean,mean_iou_no_bg_std,mean_iou_no_bg_mean_sd,macro_precision_no_bg_mean,macro_precision_no_bg_std,macro_precision_no_bg_mean_sd,macro_recall_no_bg_mean,macro_recall_no_bg_std,macro_recall_no_bg_mean_sd,dice_c1_mean,dice_c1_std,dice_c1_mean_sd,dice_c2_mean,dice_c2_std,dice_c2_mean_sd,dice_c3_mean,dice_c3_std,dice_c3_mean_sd,dice_c4_mean,dice_c4_std,dice_c4_mean_sd,iou_c1_mean,iou_c1_std,iou_c1_mean_sd,iou_c2_mean,iou_c2_std,iou_c2_mean_sd,iou_c3_mean,iou_c3_std,iou_c3_mean_sd,iou_c4_mean,iou_c4_std,iou_c4_mean_sd,weighted_kappa_fg_mean,weighted_kappa_fg_std,weighted_kappa_fg_mean_sd,ordinal_mae_fg_mean,ordinal_mae_fg_std,ordinal_mae_fg_mean_sd,adjacent_error_rate_fg_mean,adjacent_error_rate_fg_std,adjacent_error_rate_fg_mean_sd,distant_error_rate_fg_mean,distant_error_rate_fg_std,distant_error_rate_fg_mean_sd,val_loss_mean,val_loss_std,val_loss_mean_sd
ResUNet-DS,2,0.7065734891119253,0.010340860839797182,0.7066 ± 0.0103,0.7308026032949168,0.008223055704476241,0.7308 ± 0.0082,0.6904207463232642,0.01175273093001101,0.6904 ± 0.0118,0.5842657422887813,0.007773540206793895,0.5843 ± 0.0078,0.6775302178277118,0.01128923414310587,0.6775 ± 0.0113,0.7952677643592304,0.003408965482542039,0.7953 ± 0.0034,0.8519481742098742,0.002365969972128299,0.8519 ± 0.0024,0.5939178493271858,0.04226954292047889,0.5939 ± 0.0423,0.7220114226992574,0.014414073640327105,0.7220 ± 0.0144,0.7553329669433495,0.007402723509881716,0.7553 ± 0.0074,0.7420853329175482,0.003590187737153183,0.7421 ± 0.0036,0.4230350105828731,0.04277917860517216,0.4230 ± 0.0428,0.5650587596105232,0.017651857468172327,0.5651 ± 0.0177,0.6068838660441807,0.009557027427329164,0.6069 ± 0.0096,0.9724026162679049,0.000507855679974374,0.9724 ± 0.0005,0.049738012236634,0.0021115247205199484,0.0497 ± 0.0021,0.04885490610627009,0.0023325699945793187,0.0489 ± 0.0023,0.00036515777645549654,0.0001384982204840041,0.0004 ± 0.0001,0.9348714216188951,0.01586431899752822,0.9349 ± 0.0159
Original proposed ord0.10_ft0.50_amc0.85,2,0.7371239312134513,0.020446902960266106,0.7371 ± 0.0204,0.7369202083425603,0.018444562338893262,0.7369 ± 0.0184,0.6980172245356011,0.024762586359940275,0.6980 ± 0.0248,0.5917044580559565,0.02053121836128585,0.5917 ± 0.0205,0.6866201382773899,0.010185134260264475,0.6866 ± 0.0102,0.7973745847854188,0.03042272118785631,0.7974 ± 0.0304,0.8536291597634378,0.0005095097242477064,0.8536 ± 0.0005,0.6029250753208086,0.05144392080292267,0.6029 ± 0.0514,0.7291900793321504,0.005044453885308542,0.7292 ± 0.0050,0.7619365189538445,0.027888292162206705,0.7619 ± 0.0279,0.7446363143074561,0.0007754115302094867,0.7446 ± 0.0008,0.43253363712539217,0.052749602525951796,0.4325 ± 0.0527,0.5738118851325149,0.006247213961415461,0.5738 ± 0.0062,0.6158359956584629,0.03639789641081695,0.6158 ± 0.0364,0.9723753398932258,0.0005598244263393628,0.9724 ± 0.0006,0.049904854116850084,0.003533856115228543,0.0499 ± 0.0035,0.04924769100555497,0.00396034601068257,0.0492 ± 0.0040,0.00027056873015065077,0.00019645295371140868,0.0003 ± 0.0002,0.9270216663452712,0.013855502014499617,0.9270 ± 0.0139
T1 ord0.05_ft0.25_amc0.65,2,0.7340143407925226,0.0019967989649663244,0.7340 ± 0.0020,0.7336286917819896,0.0005781573335199063,0.7336 ± 0.0006,0.6944176557533162,0.003435861183557692,0.6944 ± 0.0034,0.5890716743672301,0.0033026052047879476,0.5891 ± 0.0033,0.6909089974065676,0.008286298363406698,0.6909 ± 0.0083,0.7917862954743389,0.022069455377320336,0.7918 ± 0.0221,0.8512617998680103,0.012620212884753094,0.8513 ± 0.0126,0.5765294958240149,0.02865602793756804,0.5765 ± 0.0287,0.7322705071283497,0.02370281117380872,0.7323 ± 0.0237,0.7744529643075839,0.00535436678691407,0.7745 ± 0.0054,0.7411458090258868,0.019128493133402823,0.7411 ± 0.0191,0.40530157630825087,0.02829026742265324,0.4053 ± 0.0283,0.5778994275350472,0.029502076265027453,0.5779 ± 0.0295,0.6319398845997357,0.007129881156625244,0.6319 ± 0.0071,0.9727513980593596,0.0010872945488765741,0.9728 ± 0.0011,0.04928017903651201,0.0017303924250806307,0.0493 ± 0.0017,0.04864409841103798,0.0017361932166352035,0.0486 ± 0.0017,0.0002668302889952531,2.424652838362542e-05,0.0003 ± 0.0000,0.9356417953968048,0.045864782942370605,0.9356 ± 0.0459
T2 ord0.05_ft0.00_amc0.65,2,0.7263305886191329,0.004005861474294901,0.7263 ± 0.0040,0.7272357314374678,0.001969017760796437,0.7272 ± 0.0020,0.6851776615582688,0.0053499812577097,0.6852 ± 0.0053,0.5818265922983109,0.0006976378808795133,0.5818 ± 0.0007,0.6873034674374698,0.026127413903219692,0.6873 ± 0.0261,0.7907453179949959,0.03927017536701441,0.7907 ± 0.0393,0.8534099410750646,0.00817387272994288,0.8534 ± 0.0082,0.5641332516226458,0.03733867947302443,0.5641 ± 0.0373,0.7318910569993183,0.019343004217056536,0.7319 ± 0.0193,0.759508676052842,0.0019457314828391122,0.7595 ± 0.0019,0.7443469060957039,0.012435193813440602,0.7443 ± 0.0124,0.39335802120976493,0.03623327067355849,0.3934 ± 0.0362,0.5773350586904218,0.024059761474250298,0.5773 ± 0.0241,0.6122663831973533,0.0025288669093858455,0.6123 ± 0.0025,0.9705327225293139,0.002051673914301819,0.9705 ± 0.0021,0.052674412815213026,0.0003418687976907368,0.0527 ± 0.0003,0.05211680422660603,0.0003741781637325969,0.0521 ± 0.0004,0.00023137641527541875,4.987735745317585e-06,0.0002 ± 0.0000,0.9395968429744244,0.05038060079983148,0.9396 ± 0.0504
T3 ord0.05_ft0.50_amc0.65,2,0.7340554204453257,0.0027098321184000664,0.7341 ± 0.0027,0.7336817306097236,0.002336696072298788,0.7337 ± 0.0023,0.6943984907939944,0.002953082463286828,0.6944 ± 0.0030,0.5877082538648979,0.004178294753208852,0.5877 ± 0.0042,0.67925930713862,0.006946899877425348,0.6793 ± 0.0069,0.8014489654510846,0.016852620305624497,0.8014 ± 0.0169,0.8515314500569112,0.00048753689933506107,0.8515 ± 0.0005,0.5955362913411457,0.021241296052709104,0.5955 ± 0.0212,0.7266051672292795,0.024609325706319622,0.7266 ± 0.0246,0.7610540138115582,0.005491217736249725,0.7611 ± 0.0055,0.741449672529775,0.000739263581693519,0.7414 ± 0.0007,0.4241939846745395,0.021539699373113168,0.4242 ± 0.0215,0.5708981247317535,0.030358803576149833,0.5709 ± 0.0304,0.6142912335235233,0.007154811228105027,0.6143 ± 0.0072,0.973118067860119,0.0023697381873830177,0.9731 ± 0.0024,0.04884477336519723,0.00899764304595821,0.0488 ± 0.0090,0.04813350772121543,0.008992535357479218,0.0481 ± 0.0090,0.00029076369199944015,4.044965366678011e-05,0.0003 ± 0.0000,0.926406303928657,0.01849017446370262,0.9264 ± 0.0185
T4 ord0.10_ft0.50_amc0.65,2,0.7302261323838753,0.004333759860295639,0.7302 ± 0.0043,0.7300052853663289,0.004107455873260721,0.7300 ± 0.0041,0.6897771581934656,0.005897696786001386,0.6898 ± 0.0059,0.5847956063672687,0.0028412519482252283,0.5848 ± 0.0028,0.6780661472241271,0.01041182706495551,0.6781 ± 0.0104,0.8001757244471258,0.0345124815193296,0.8002 ± 0.0345,0.8506896668849188,0.0012632668649615894,0.8507 ± 0.0013,0.5707035495929574,0.03434196108004663,0.5707 ± 0.0343,0.7286016553772752,0.019588887985843885,0.7286 ± 0.0196,0.7700262696101643,0.002940017263801329,0.7700 ± 0.0029,0.740175086319184,0.0019127170986277164,0.7402 ± 0.0019,0.3996938643696752,0.03363069445843403,0.3997 ± 0.0336,0.5732578410883558,0.024239744964490675,0.5733 ± 0.0242,0.6260556336918597,0.003886775397585272,0.6261 ± 0.0039,0.9735825185789734,0.004370949732834555,0.9736 ± 0.0044,0.04838578442457116,0.009983824676216266,0.0484 ± 0.0100,0.04766563752893935,0.010317133155961377,0.0477 ± 0.0103,0.00029950090174878856,0.00017411388615661076,0.0003 ± 0.0002,0.9370606419715015,0.0019916244214263235,0.9371 ± 0.0020
