epoch,variant_name,train_loss,train_ce,train_dice,train_focal_tversky,train_ordinal,train_aux,lambda_ft,lambda_ord,amc_p,selection_score,dice_c0,iou_c0,precision_c0,recall_c0,dice_c1,iou_c1,precision_c1,recall_c1,dice_c2,iou_c2,precision_c2,recall_c2,dice_c3,iou_c3,precision_c3,recall_c3,dice_c4,iou_c4,precision_c4,recall_c4,mean_dice_no_bg,mean_iou_no_bg,macro_precision_no_bg,macro_recall_no_bg,minority_dice_c2_c3_c4,ordinal_mae_fg,adjacent_error_rate_fg,distant_error_rate_fg,exact_rate_fg,weighted_kappa_fg,val_loss,epoch_seconds
1,amc_focal_tversky,1.9266077401963146,0.9088419770652597,0.8488356979055838,0.7802955528551881,0.1907692181623795,1.6893006671558728,0.0,0.0,0.25,0.31924435056010286,0.8712106348314775,0.7718097474291941,0.9730787211782049,0.7886497494426044,0.7204204708930023,0.5630134387940503,0.5779502915462762,0.9561107603410426,0.12372142902287056,0.06593979749949329,0.12061679857844859,0.12699010597156818,0.5039560866641746,0.3368591537800994,0.34534914963420665,0.9319842769095434,0.003124208004054875,0.0015645479887019529,0.2644305772210263,0.0015713868531934579,0.3378055486460256,0.24184423451558626,0.3270867042449894,0.5041641325188368,0.21026724123036666,0.13350104361030762,0.13063649469895147,0.0013467798704632154,0.8680167254305853,0.917423412280752,1.6951741440729662,9.437071084976196
2,amc_focal_tversky,1.5384609766981818,0.6062809066338972,0.7918437936089255,0.7105674953623251,0.10388235205953772,1.4033627672628923,0.0,0.0,0.34794655175392664,0.36803562792560984,0.8989710749101275,0.81648270488148,0.9658045674159166,0.840788659473606,0.7963548520566948,0.6616192932090025,0.7102686447411805,0.9061867934576892,0.2577721644293843,0.14795548502125644,0.1729724158072231,0.5056836254666388,0.5286817948214357,0.35932525877858834,0.3936318810371853,0.8047970690937977,0.0014960037307746668,0.0007485617910033616,0.1919431279598111,0.000750928230729617,0.39607620375957237,0.2924121496999627,0.36720401738635,0.5543546040622138,0.26264998766053155,0.13113607921010972,0.12541166438348053,0.0027887769886419714,0.8717995586278775,0.916227742014192,1.4648940021341497,6.876660346984863
3,amc_focal_tversky,1.4100740402936935,0.5169226823543961,0.7623616213148291,0.6739120188761841,0.07719817338511348,1.3078973713246258,0.0,0.0,0.43541655422182035,0.4860499850363668,0.8906889167516296,0.8029207768694112,0.9687536134920182,0.8242673042362684,0.7392822792855285,0.5863979439160766,0.6090182336133095,0.9404333146585281,0.2557207325090757,0.14660538439863458,0.20665091711885905,0.33535064369777445,0.535034912781212,0.3652202482155851,0.4303397602534811,0.7070493127508186,0.43751834990571464,0.28001503241930126,0.9234984917718061,0.28666453440130685,0.4918890686203827,0.34455965223739937,0.542376850689364,0.567374451377107,0.4094246650653341,0.11645195137675905,0.11258641231193131,0.0018255778490827007,0.885588009838986,0.9282846541105156,1.3691661967472597,7.8616955280303955
4,amc_focal_tversky,1.4216129088943654,0.5278991530226036,0.7598726139827208,0.6702809652144258,0.06801826183006844,1.3384113731709393,0.0,0.0,0.49353162120875355,0.5327127325774987,0.9113179405474204,0.8370836394655544,0.960533739501384,0.8668997567929285,0.7816743219657891,0.6415971821484006,0.6852790328943915,0.909627798379339,0.33465058018259064,0.20094916790452425,0.335254312752797,0.33404901813066756,0.5548572963309508,0.3839463707786316,0.4140064065430592,0.840965901501681,0.48961096151969763,0.3241621522970837,0.8908788412604117,0.3375654165102076,0.540198289999757,0.38766371828216,0.5813546483626649,0.6055520336304738,0.45970627934441305,0.09072012087635356,0.08963948627549735,0.0004565096952908587,0.9099040040292118,0.9482947797092379,1.2494061304764315,7.209190845489502
5,amc_focal_tversky,1.3390347334471615,0.47344601594588975,0.7411866763775999,0.6490681137550961,0.05356211538045583,1.2440204559402033,0.0,0.0,0.5415903653398709,0.4369254793245658,0.9242674419953439,0.8591981669772457,0.9574220440189831,0.8933322091436651,0.8093214154511007,0.6797144300346349,0.7456676830639101,0.8848570093245508,0.3737822390061728,0.22984759358288154,0.3889182965285236,0.35978018850550114,0.530651537418681,0.361147509207206,0.3782390151607377,0.8887934817867559,0.12444720036859949,0.06635227778874415,0.8760761489021001,0.06698094403730226,0.4595505980611385,0.33426545265336666,0.5972252859138178,0.5501029059135275,0.34296032559781775,0.11339351420301232,0.11167353513548872,0.0007641171564539077,0.8875623477080574,0.9328410454753362,1.242974649776112,7.061552047729492
6,amc_focal_tversky,1.3700421872464092,0.4809633676301349,0.7321353879841891,0.638408051295714,0.05128518333235248,1.2502302866090427,0.05,0.0,0.6129983002203073,0.5884337050913702,0.8370414359342627,0.7197517278757906,0.9878238216990674,0.7261944162475449,0.6630855869040071,0.49598207664501887,0.5042093606300238,0.9681490901222114,0.4545687680995254,0.2941371694297424,0.35420586303687,0.6342934391374686,0.5677747102821682,0.3964283512924337,0.414701270534439,0.8999688336799505,0.5907054631683629,0.4191497573646893,0.8667419942068757,0.44802139681919556,0.5690336321135159,0.401424338682971,0.5349646221020521,0.7376081899397066,0.5376829805166855,0.08327387926471677,0.08201088700068251,0.0005454918469042693,0.9174436211524132,0.9511382714730412,1.3025013154203242,9.172306299209595
7,amc_focal_tversky,1.3846787674860521,0.46600102074444294,0.7324586083943193,0.6377412189136852,0.04848245222290808,1.2244500389153308,0.1,0.0,0.6454617041169702,0.6029043893769449,0.9243697961451863,0.8593750833999041,0.9684576524513369,0.8841212518637496,0.8207012814492407,0.6959231520727853,0.7647747080773933,0.8854528243906685,0.4493514315534366,0.2897828951685655,0.3346160541486973,0.6838263606381445,0.5902773946559033,0.4187188262557679,0.44728114482253634,0.8676735296175171,0.5835964930979386,0.412027003783952,0.8506231801717873,0.4441647777576706,0.6109816501891298,0.4541129693202677,0.5993237718051035,0.7202793731010002,0.5410751064357595,0.0869349837892285,0.08444395479870313,0.0010234033176996444,0.9145326418835972,0.9496483045875029,1.141412216154012,8.825590133666992
8,amc_focal_tversky,1.3718714009631763,0.4360914636741985,0.7223584604534236,0.6271503469483419,0.04048130821055648,1.1934892013669014,0.15,0.0,0.6772466828298184,0.39383127434621873,0.9151574628480115,0.8435855264770065,0.9461721592324285,0.8861115023021664,0.7980814354114178,0.66400624711592,0.7576032541648118,0.8431292049178909,0.24960117979877838,0.14259674819141208,0.1887520830071613,0.3683474796176164,0.4763038684236203,0.31259767518793113,0.36170655086389497,0.6971905788666687,0.1561128789147481,0.08466509534643593,0.8068117886351293,0.0864170062067423,0.42002484063714113,0.3009664414604248,0.5287184191677493,0.49877106740222954,0.2940059757123823,0.13977523371179773,0.13253338785510527,0.0035322967112234797,0.8639343154336713,0.9142023672764705,1.4298516471277585,7.212576150894165
9,amc_focal_tversky,1.4471625699238344,0.46852063963359053,0.7282490432262421,0.6348596448925409,0.04285944621237418,1.2342095557938924,0.2,0.0,0.7584454876873419,0.4005642305719506,0.9144204846486841,0.8423339531722452,0.963310055296417,0.8702536782795679,0.7990657447756675,0.6653700994034878,0.7265815136816586,0.8876147536853045,0.33363586507806964,0.2002178624023858,0.23429028004191005,0.5792568596922731,0.5277219232193916,0.3584390282937223,0.409854180926851,0.7407502814509276,0.044397510706756904,0.022702727650342792,0.8399931693974727,0.02280133312937646,0.42620526094497146,0.3116824294374847,0.5526797860119731,0.5576058069894704,0.30191843300140603,0.13397789889734152,0.1302742765613672,0.0017863027487572374,0.8679394206898755,0.9155159248761559,1.3075835609977895,6.947614908218384
10,amc_focal_tversky,1.4278085272420535,0.4375333631919189,0.7158990028229627,0.6180183342234655,0.04192625874632292,1.1987157978794791,0.25,0.0,0.8380618010870606,0.49129893043056283,0.9256071297669005,0.8615164484161939,0.9683195981280954,0.8865035577285304,0.825852655809744,0.7033637301963057,0.780333651150755,0.8770111228693146,0.48409746597582687,0.3193460365098296,0.3561989653423162,0.7552985786750726,0.5165245707633681,0.34818545732783845,0.37107757878182845,0.8494889359563655,0.22204256736717615,0.12488632364970204,0.898415411926853,0.12667510302085788,0.5121293149790288,0.37394538692091894,0.6015064018004381,0.6521184351304027,0.40755486803545704,0.11451741760152082,0.11367597996772061,0.0003606723783626498,0.8859633476539167,0.9312721511557998,1.194729290225289,5.566421985626221
